supplier_id,supplier_category,disruption_type,historical_unit_price,current_unit_price,historical_reliability_pct,current_reliability_pct,historical_quality_score,current_quality_score,historical_delivery_days,current_delivery_days,max_capacity,min_order_quantity,required_quantity,on_time_delivery_pct,defect_rate_pct,price_volatility_pct,capacity_utilization_pct,disruption_severity_pct,predicted_actual_delivery_days,predicted_final_unit_price,predicted_quality_risk_pct,predicted_overall_risk_score,optimal_allocation_pct
SUP-015524,Local,Delivery Delay,103.14,88.67,87.54,84.69,86.93,94.11,4.36,6.34,7414,1917,70428,83.12,5.57,19.73,62.34,55.95,12.55,93.43,10.42,32.07,74.68
SUP-015525,National,None,122.01,142.53,92.92,91.91,92.62,100.0,4.93,4.78,20031,2060,95562,97.38,0.1,21.0,87.98,0.0,5.1,146.25,0.0,18.26,76.66
SUP-015526,National,Reliability Drop,111.96,118.68,94.19,95.78,80.44,70.95,7.66,8.95,6972,599,70658,95.14,29.07,6.95,97.91,52.65,8.19,119.1,43.86,36.28,70.75
SUP-015527,Regional,Quality Issue,99.27,105.09,91.73,95.15,88.97,79.56,6.1,7.74,19466,175,39197,100.0,20.95,8.3,90.02,51.12,7.19,104.78,58.81,28.6,81.92
SUP-015528,National,Quality Issue,98.81,109.04,96.11,94.42,92.68,93.17,9.72,9.13,10624,1921,92000,97.81,10.07,15.97,89.31,57.99,9.39,113.57,44.5,31.81,75.38
SUP-015529,Regional,None,89.03,96.98,81.81,70.37,91.07,95.94,4.14,4.91,21827,2311,86081,74.43,11.59,9.43,93.43,0.0,7.8,98.45,14.83,29.64,66.36
SUP-015530,Regional,Reliability Drop,105.31,103.7,80.39,81.45,94.95,91.74,6.41,8.24,13398,1339,82609,80.15,8.0,4.55,41.23,40.64,8.98,105.1,13.29,35.37,67.65
SUP-015531,International,Delivery Delay,101.15,117.28,84.98,91.94,93.84,89.08,9.53,11.3,19453,2054,96859,80.93,15.04,21.76,77.2,35.51,18.05,120.73,18.22,40.59,65.27
SUP-015532,International,Price Increase,116.04,110.57,82.69,70.3,84.19,76.19,11.12,9.33,7056,391,59495,73.9,28.74,7.61,92.65,48.22,10.21,165.45,41.58,44.04,51.82
SUP-015533,Local,Quality Issue,85.29,71.46,90.75,82.64,89.07,86.26,4.08,1.17,20911,1152,57486,82.12,11.4,21.8,61.04,23.53,1.75,75.23,32.09,29.64,79.7
SUP-015534,International,None,123.27,120.47,91.54,94.29,96.94,95.48,10.65,11.28,11669,1349,18045,93.4,13.63,7.86,45.32,0.0,10.91,122.75,15.02,18.76,77.79
SUP-015535,National,Price Increase,103.13,92.38,86.45,84.43,76.23,74.39,4.47,4.38,20707,677,68669,80.21,28.77,15.88,35.34,33.68,5.03,124.03,41.99,41.04,64.66
SUP-015536,Local,None,93.68,96.17,95.37,94.76,75.77,70.76,5.63,5.1,12263,3894,78481,88.28,33.2,8.65,51.67,0.0,7.3,98.55,48.19,28.62,68.63
SUP-015537,Regional,None,105.41,99.24,97.71,90.78,85.73,81.42,6.28,6.64,12561,1771,48452,84.18,15.32,11.32,78.18,0.0,7.89,101.83,23.22,31.08,74.95
SUP-015538,Local,Delivery Delay,109.27,111.03,92.2,76.92,92.33,87.37,3.56,4.86,14688,636,41590,71.42,15.54,5.59,86.16,48.0,11.99,106.67,19.38,35.96,65.57
SUP-015539,National,Capacity Reduction,117.22,114.36,94.53,88.82,83.84,88.25,5.25,7.82,13895,654,23671,90.04,10.51,16.23,59.87,46.61,8.45,118.78,19.52,29.35,73.21
SUP-015540,International,Capacity Reduction,113.14,115.6,75.22,70.64,79.37,80.12,9.93,10.0,25230,4758,14497,67.62,16.79,6.55,57.67,24.42,12.53,115.72,26.13,33.55,57.8
SUP-015541,Regional,None,100.64,94.2,90.26,83.89,87.81,91.69,7.25,9.37,6713,2308,39491,85.02,4.92,9.95,80.13,0.0,9.79,97.44,7.84,26.91,71.89
SUP-015542,Regional,Quality Issue,86.65,82.69,89.63,99.8,92.95,94.31,7.99,6.13,2880,587,76890,97.21,8.41,5.48,93.99,54.98,6.54,83.8,32.82,26.45,78.97
SUP-015543,Local,Price Increase,91.97,80.04,90.98,96.26,93.46,87.7,1.32,3.01,28520,1890,67447,93.93,9.28,24.81,95.51,48.84,3.74,120.19,18.9,27.71,77.55
SUP-015544,Regional,None,117.3,120.44,92.26,97.26,89.08,86.63,5.17,7.62,24491,4503,77308,100.0,9.0,10.31,45.83,0.0,9.46,120.38,19.44,23.46,86.52
SUP-015545,National,None,109.54,116.57,94.35,88.45,81.39,75.5,6.29,5.72,23338,1738,76343,93.71,22.3,7.08,48.61,0.0,4.29,120.61,35.03,25.31,79.73
SUP-015546,Local,None,86.03,90.73,83.65,86.48,82.48,77.76,8.13,8.1,21034,4696,60690,76.32,20.3,6.41,39.13,0.0,9.99,91.24,31.37,32.64,69.05
SUP-015547,National,Delivery Delay,117.18,110.69,94.75,99.8,90.59,92.07,8.24,10.0,29611,4028,45649,100.0,7.39,8.4,67.84,57.48,17.0,110.56,16.29,25.31,78.52
SUP-015548,Regional,None,102.2,105.02,95.48,92.0,87.07,83.92,2.98,3.93,24310,4360,34176,93.43,17.27,3.73,91.67,0.0,3.33,106.38,28.38,18.69,86.27
SUP-015549,National,None,85.15,80.81,99.5,97.5,83.7,83.22,7.25,7.11,4061,524,39672,96.13,14.07,16.12,59.38,0.0,7.63,84.31,22.97,26.52,78.87
SUP-015550,National,None,97.72,93.77,88.17,98.62,90.33,93.2,6.32,6.77,18997,744,28915,90.99,6.76,11.3,94.46,0.0,5.87,93.69,5.63,12.59,91.51
SUP-015551,National,None,93.61,78.19,98.98,95.5,87.02,79.94,6.08,5.85,8017,475,96157,100.0,16.9,20.93,44.64,0.0,5.5,80.75,29.14,25.09,82.56
SUP-015552,Regional,Price Increase,87.58,89.32,91.75,90.19,88.98,86.61,6.47,7.96,7234,795,99584,88.52,7.73,13.69,40.49,11.87,8.14,101.67,15.97,28.22,78.63
SUP-015553,National,Quality Issue,100.19,100.85,91.9,99.26,99.8,100.0,8.61,7.17,26307,772,50927,100.0,1.14,6.5,47.66,44.87,5.88,102.12,24.06,19.63,83.25
SUP-015554,National,Quality Issue,115.56,118.93,84.43,83.11,83.14,80.45,5.79,5.63,6510,884,8592,79.76,21.02,10.22,74.91,43.78,5.78,118.72,52.94,28.78,65.59
SUP-015555,National,Quality Issue,96.43,114.1,97.9,89.7,80.68,70.32,7.15,4.31,6977,1337,45888,91.11,26.7,23.31,43.89,40.19,5.17,114.71,58.99,34.62,75.78
SUP-015556,National,Capacity Reduction,91.95,83.12,84.01,82.02,80.43,78.57,8.35,6.66,10285,2642,32655,77.5,11.64,14.58,94.26,52.24,7.37,86.45,24.8,31.64,70.6
SUP-015557,International,Quality Issue,120.85,133.25,82.73,84.27,85.7,90.85,14.09,11.03,8837,810,38483,88.78,5.84,12.19,82.16,32.08,12.26,135.23,26.27,35.45,64.78
SUP-015558,Local,None,93.5,97.18,88.63,79.08,92.44,96.99,2.72,3.79,15796,804,3163,78.56,6.08,8.36,50.79,0.0,4.6,98.69,3.38,14.84,84.32
SUP-015559,Local,None,105.23,100.28,99.22,99.04,99.8,98.22,1.86,1.69,12253,2931,94097,93.95,5.79,7.96,62.83,0.0,2.08,100.98,6.26,17.93,91.79
SUP-015560,International,Reliability Drop,113.56,121.67,87.95,80.89,99.8,100.0,10.45,10.92,10729,2490,5600,75.98,1.39,9.48,49.13,13.46,11.26,129.71,0.0,25.09,69.78
SUP-015561,Local,Delivery Delay,139.65,140.02,80.72,82.99,99.8,98.17,3.32,1.98,10528,1013,47089,84.15,5.7,11.54,61.9,45.38,8.41,138.6,7.6,24.86,77.1
SUP-015562,International,None,110.11,113.09,90.37,76.59,83.94,82.39,11.22,12.49,17623,4153,85170,76.46,17.44,9.65,54.49,0.0,12.84,116.82,24.99,35.41,60.13
SUP-015563,National,None,97.92,91.78,99.5,97.01,83.89,80.93,9.46,8.74,21876,1114,55294,95.75,15.54,13.28,57.52,0.0,8.72,87.9,25.64,24.24,73.96
SUP-015564,International,None,114.95,112.21,85.42,82.46,86.09,78.48,12.63,9.13,17011,1092,40736,87.65,22.08,4.7,28.48,0.0,9.06,113.22,34.54,30.8,70.9
SUP-015565,National,None,104.09,94.1,99.5,98.22,84.67,89.71,3.58,2.91,5789,513,24712,95.06,11.47,13.56,88.54,0.0,4.34,97.5,15.52,19.19,92.66
SUP-015566,National,Delivery Delay,111.99,118.83,93.24,93.76,82.06,91.43,2.58,3.65,10041,604,55114,95.88,14.11,6.81,33.12,12.69,5.24,118.68,20.77,19.74,79.71
SUP-015567,National,None,104.19,120.21,83.47,81.2,83.72,89.23,4.64,5.32,11757,1545,78355,86.9,9.06,18.59,36.74,0.0,5.76,127.36,10.58,27.82,73.04
SUP-015568,Regional,Price Increase,114.46,109.4,78.41,89.77,97.66,92.81,4.45,4.84,7985,758,90680,85.79,11.2,5.45,41.22,37.3,6.38,148.04,12.43,28.96,70.91
SUP-015569,Regional,None,115.09,118.47,86.08,86.03,92.81,93.12,2.32,2.81,4916,713,51017,89.76,10.12,4.18,61.73,0.0,4.71,118.74,15.3,22.09,79.14
SUP-015570,Local,Delivery Delay,87.83,83.84,89.13,95.22,86.96,82.98,4.05,5.85,28295,105,93881,92.82,8.57,6.5,57.93,41.02,11.1,86.74,18.3,23.48,88.53
SUP-015571,Regional,Capacity Reduction,108.53,93.72,92.53,94.69,95.48,91.12,2.07,2.63,25836,1150,39399,100.0,8.99,15.94,65.78,59.54,1.0,94.04,13.97,17.41,89.57
SUP-015572,International,None,122.69,119.75,79.74,85.49,85.87,86.97,13.45,12.96,16233,2633,14889,92.38,10.52,3.37,58.51,0.0,11.83,123.6,12.34,20.37,74.15
SUP-015573,Regional,None,112.54,112.24,89.83,89.78,86.86,89.02,4.53,2.89,18152,1420,72306,89.83,11.01,3.65,56.36,0.0,4.63,116.81,16.73,22.01,86.69
SUP-015574,National,None,91.42,98.97,81.56,77.5,91.94,91.48,5.22,3.8,8697,841,70372,70.49,11.39,10.15,99.33,0.0,6.08,103.17,18.45,27.87,70.23
SUP-015575,Regional,Capacity Reduction,105.04,111.38,83.11,67.36,85.53,84.88,4.69,3.8,22019,860,92443,69.92,16.22,7.88,93.11,45.97,4.68,110.01,19.65,29.68,62.59
SUP-015576,Regional,None,87.5,89.45,88.3,84.57,76.88,78.95,6.94,8.68,3765,888,93691,76.89,17.04,26.22,69.87,0.0,9.8,89.99,28.94,35.02,78.62
SUP-015577,International,Price Increase,105.87,110.11,81.21,85.22,87.24,86.45,11.7,14.5,9426,2467,32821,84.37,15.37,8.12,73.95,54.53,15.02,169.51,19.24,44.77,58.56
SUP-015578,Local,None,96.14,82.78,79.72,77.62,90.4,96.06,1.13,4.04,10526,3277,26108,73.3,4.29,20.8,65.55,0.0,5.55,86.53,7.95,30.19,66.42
SUP-015579,National,Reliability Drop,100.57,124.46,93.47,94.19,84.45,78.1,5.26,5.46,27008,3966,80624,97.75,21.03,24.74,52.83,27.96,5.26,130.74,35.17,31.2,74.32
SUP-015580,Regional,Delivery Delay,100.15,85.97,90.87,99.8,82.57,72.47,4.01,4.89,23024,1791,3448,100.0,15.3,17.5,33.31,18.7,5.67,87.78,32.27,20.49,84.58
SUP-015581,Local,Price Increase,105.25,117.89,98.8,94.47,87.09,87.14,3.95,1.89,10162,1191,36455,88.14,9.75,21.14,34.07,36.42,3.96,158.01,22.01,30.6,71.3
SUP-015582,Local,None,98.66,90.38,79.54,83.93,88.24,86.62,5.6,5.02,6003,844,84377,83.94,12.74,14.24,52.95,0.0,5.69,87.06,19.89,28.78,75.94
SUP-015583,National,None,102.38,102.69,85.16,93.88,94.62,92.52,5.43,4.78,2789,192,57774,87.63,11.88,1.04,72.88,0.0,5.61,102.7,11.64,17.73,90.48
SUP-015584,Local,None,97.16,107.31,95.87,99.27,76.98,85.14,2.61,1.0,23431,3693,15508,100.0,11.6,14.53,78.73,0.0,2.0,114.31,17.41,13.47,88.66
SUP-015585,National,None,110.6,125.78,91.72,85.81,90.74,93.36,7.53,6.84,24002,4307,49832,77.93,12.98,15.11,61.42,0.0,7.9,132.75,16.79,27.29,70.3
SUP-015586,National,None,114.88,114.41,92.63,97.06,83.44,85.21,7.18,8.78,6862,1809,38668,100.0,12.01,13.66,50.37,0.0,9.05,116.53,17.81,24.76,85.9
SUP-015587,Local,Capacity Reduction,83.55,79.29,87.35,84.49,93.01,85.06,2.92,5.67,23247,1837,95014,86.31,18.58,10.23,96.39,34.97,7.3,81.03,29.37,30.62,73.92
SUP-015588,Regional,Reliability Drop,96.69,88.74,97.03,90.42,80.11,73.99,2.25,5.47,15734,4373,19320,90.87,16.65,9.83,97.57,38.6,4.12,86.1,32.59,29.21,75.69
SUP-015589,Local,None,95.21,91.76,91.55,72.96,83.33,78.4,9.52,8.55,17140,193,67465,75.36,23.9,4.52,82.4,0.0,9.48,92.92,34.53,32.8,56.17
SUP-015590,National,Reliability Drop,126.99,119.65,85.0,91.38,99.8,93.71,8.94,10.74,29230,1114,59112,84.37,2.59,14.31,59.67,30.23,10.96,127.26,5.57,27.94,80.02
SUP-015591,Regional,None,90.63,101.68,92.25,82.2,82.62,81.97,8.82,7.76,3457,287,28183,83.65,20.32,17.33,51.29,0.0,7.32,101.6,30.06,29.8,71.09
SUP-015592,Local,None,98.28,90.59,77.58,77.83,79.94,80.56,7.58,4.86,5105,1620,37643,86.83,24.48,14.75,67.92,0.0,5.5,92.9,33.36,30.98,61.72
SUP-015593,Regional,None,94.03,83.51,96.84,95.93,95.95,96.8,2.59,2.94,26675,3044,30210,89.69,6.03,15.61,90.11,0.0,1.71,82.85,9.41,14.97,87.17
SUP-015594,Regional,None,87.75,83.2,91.66,86.7,99.01,99.16,3.7,3.7,2756,681,38286,80.44,0.1,5.9,54.82,0.0,2.74,86.65,0.81,20.75,83.1
SUP-015595,National,Price Increase,112.91,129.55,88.45,91.85,82.39,86.07,13.07,12.85,11179,2909,46853,84.78,14.33,17.71,96.35,57.19,12.09,208.0,19.97,40.95,61.27
SUP-015596,Local,None,88.08,82.66,84.64,84.38,97.78,97.84,1.0,1.01,4474,245,40035,79.7,8.07,9.03,69.6,0.0,1.61,84.85,8.49,21.43,75.21
SUP-015597,Local,Price Increase,106.96,111.93,78.62,78.65,85.58,76.18,1.15,5.18,10311,378,95008,76.02,26.18,12.17,98.61,14.19,8.16,128.65,37.41,37.82,61.92
SUP-015598,Regional,Delivery Delay,90.34,95.94,89.75,89.62,97.42,88.69,4.6,4.5,4113,119,59086,88.07,12.12,7.26,58.63,11.69,6.22,93.63,14.27,23.46,75.45
SUP-015599,National,None,106.87,96.92,86.0,93.06,77.4,73.3,8.35,8.31,4248,301,37242,92.03,23.71,10.46,92.81,0.0,8.04,101.52,36.43,27.72,77.76
SUP-015600,National,None,111.12,111.56,86.12,97.37,86.51,88.56,8.24,7.79,11914,1594,11301,100.0,4.48,1.75,94.02,0.0,7.77,114.49,10.04,12.62,87.65
SUP-015601,Regional,Delivery Delay,99.91,100.63,95.0,99.8,89.92,90.6,2.32,4.67,19600,4623,76749,100.0,10.36,1.98,68.42,56.46,12.3,103.3,14.95,22.99,82.16
SUP-015602,Local,None,78.11,81.62,85.39,87.45,93.93,98.77,4.93,2.15,25412,2567,73549,91.22,0.1,5.73,34.55,0.0,2.87,80.99,0.64,17.9,80.24
SUP-015603,National,Delivery Delay,92.11,98.45,96.77,99.8,95.14,100.0,8.7,7.74,3711,930,23312,94.9,0.1,9.45,67.59,35.93,13.4,97.57,0.34,22.05,86.96
SUP-015604,Local,Capacity Reduction,100.86,95.67,94.21,99.8,97.6,100.0,3.87,5.77,20374,676,33500,97.29,2.25,9.25,91.04,57.34,5.59,98.99,0.0,14.77,90.29
SUP-015605,National,Delivery Delay,123.02,119.69,93.57,91.46,76.79,79.32,8.32,7.9,14646,1417,58831,97.88,15.23,4.11,77.52,41.82,11.9,119.34,27.14,26.31,79.11
SUP-015606,Regional,None,85.0,84.58,87.16,89.81,72.06,65.33,8.0,6.97,29457,4308,71345,99.08,30.57,6.65,47.38,0.0,5.34,84.1,49.49,30.46,81.02
SUP-015607,Local,Quality Issue,66.74,80.93,92.59,99.73,87.28,90.3,5.98,4.57,3880,913,44500,97.39,12.8,24.59,39.37,57.23,5.6,87.26,46.96,29.19,82.16
SUP-015608,Regional,None,104.96,93.53,85.51,81.85,84.73,96.45,5.49,4.55,11660,2208,66550,75.27,7.31,13.4,36.7,0.0,6.27,91.49,7.68,27.86,80.17
SUP-015609,Local,Price Increase,101.85,100.57,86.81,81.22,94.56,90.12,4.88,2.82,9023,2039,20560,77.57,10.88,1.73,89.7,50.54,4.37,148.23,17.0,32.96,64.44
SUP-015610,National,Capacity Reduction,117.92,119.65,99.5,99.76,87.69,84.44,8.25,7.45,11088,1718,51839,97.61,13.03,7.56,53.09,31.96,8.69,123.97,24.67,25.22,74.1
SUP-015611,Local,Reliability Drop,99.74,92.68,83.5,70.54,88.41,83.46,2.62,5.26,8544,2058,82789,70.95,17.17,19.28,35.44,14.62,6.21,94.35,27.25,39.12,61.28
SUP-015612,Regional,Capacity Reduction,108.28,114.5,92.78,84.52,96.61,100.0,1.69,3.59,11946,1215,76471,85.7,2.88,15.43,43.86,55.46,4.28,116.27,2.01,22.22,78.02
SUP-015613,Regional,Capacity Reduction,123.41,114.64,92.02,81.85,84.65,85.28,2.24,4.9,15127,1263,77202,88.98,14.75,9.17,84.23,32.17,6.06,115.88,18.82,22.93,68.38
SUP-015614,Local,Quality Issue,87.36,86.95,95.76,91.06,73.42,70.88,1.0,1.0,8220,491,74601,84.94,22.81,3.79,79.54,55.5,3.58,85.26,66.95,30.52,80.4
SUP-015615,National,None,121.97,110.69,89.76,88.61,84.49,82.79,10.5,6.81,7600,2527,50244,86.72,20.96,13.88,72.7,0.0,8.42,107.31,31.11,29.88,74.45
SUP-015616,National,Price Increase,130.03,117.09,85.77,91.95,91.07,100.0,9.8,9.58,17294,253,95983,84.58,0.1,12.68,98.51,58.62,10.48,185.44,0.0,34.93,64.78
SUP-015617,International,Capacity Reduction,113.27,109.65,81.13,77.14,71.62,62.61,11.35,11.71,8389,642,16433,83.3,28.57,5.81,58.71,29.32,12.11,114.09,49.58,37.21,68.95
SUP-015618,Local,None,92.5,88.87,86.85,95.32,83.77,87.91,3.08,2.39,24882,2786,25380,99.11,15.67,7.79,64.31,0.0,3.3,85.39,20.93,11.36,77.88
SUP-015619,Local,None,87.99,88.59,93.3,85.74,94.75,95.89,1.62,1.0,28205,2858,83937,94.19,6.95,8.52,67.67,0.0,1.0,86.48,9.58,18.36,75.97
SUP-015620,Regional,Capacity Reduction,84.1,85.76,72.16,74.64,90.38,93.15,2.71,2.05,19246,136,21173,76.44,7.95,4.64,76.07,46.2,4.57,83.21,7.91,23.07,66.38
SUP-015621,International,None,75.31,84.88,91.91,94.09,89.62,87.33,13.39,14.73,22696,2089,7353,97.18,9.97,15.93,39.18,0.0,16.13,89.12,14.35,26.02,83.52
SUP-015622,Regional,Reliability Drop,113.68,107.32,99.5,93.98,83.64,83.36,5.78,5.19,27205,529,36046,97.99,11.11,11.28,63.91,39.37,7.13,107.23,21.93,24.19,78.38
SUP-015623,Regional,Price Increase,94.53,78.88,89.06,93.24,89.21,81.83,3.98,3.96,29346,2507,74738,89.83,18.33,27.67,52.41,52.25,5.82,117.64,26.94,35.12,80.2
SUP-015624,National,Capacity Reduction,106.05,93.17,99.5,99.8,88.95,94.98,5.53,7.51,20808,2372,81428,100.0,8.01,15.48,65.48,49.95,8.77,89.38,11.57,24.69,89.53
SUP-015625,Local,None,83.12,79.92,95.44,93.06,78.35,88.89,6.04,6.36,23998,1944,81240,88.28,13.92,5.56,39.83,0.0,5.91,78.98,20.42,21.83,80.23
SUP-015626,Regional,Quality Issue,98.11,88.49,80.78,84.01,82.62,82.89,6.81,9.1,20301,604,31183,87.29,12.19,10.09,64.53,57.46,10.51,87.43,47.89,30.21,80.16
SUP-015627,Regional,Quality Issue,113.11,116.36,93.56,94.2,93.87,97.46,6.62,8.36,9797,1996,80385,95.62,6.73,9.99,79.0,15.34,6.88,117.04,13.31,21.97,78.82
SUP-015628,National,Capacity Reduction,100.28,84.73,92.88,99.8,92.89,86.28,5.14,7.3,19957,2331,10330,98.39,13.34,17.4,56.36,48.33,6.92,85.05,20.06,16.64,86.67
SUP-015629,National,None,130.65,118.03,90.42,88.39,94.55,94.72,6.57,6.79,8008,937,81280,85.87,8.03,13.45,81.69,0.0,7.67,122.63,9.62,25.43,75.11
SUP-015630,Regional,Price Increase,97.4,88.07,97.57,99.8,99.8,100.0,6.55,9.01,11039,2000,4849,98.32,0.1,13.67,76.64,50.48,10.02,135.06,0.59,24.34,84.79
SUP-015631,National,None,109.33,102.76,98.44,92.84,86.54,91.59,4.35,2.3,5154,111,6016,97.23,10.69,6.7,40.6,0.0,3.07,104.54,14.95,13.17,88.75
SUP-015632,Regional,None,112.11,104.91,82.23,77.69,78.32,83.81,9.13,7.88,2176,400,77358,71.81,18.48,8.31,58.1,0.0,10.15,106.06,27.85,33.94,68.09
SUP-015633,Local,None,105.5,104.91,89.05,90.96,89.19,92.37,3.55,6.24,13984,107,33777,91.14,8.58,1.76,51.69,0.0,6.27,104.23,9.18,22.92,86.61
SUP-015634,International,None,122.77,125.09,72.76,70.83,81.8,87.56,8.61,5.38,15985,827,27042,64.52,14.54,5.95,40.36,0.0,5.89,128.82,23.71,25.05,68.52
SUP-015635,National,Quality Issue,138.76,137.03,95.72,90.55,76.79,79.12,7.13,11.18,8097,1319,15987,88.92,18.17,2.04,63.73,53.07,11.36,134.66,56.99,31.44,70.19
SUP-015636,International,Delivery Delay,122.44,121.84,83.59,78.94,66.75,62.89,12.67,12.73,12442,1733,32946,79.78,31.38,2.09,86.68,31.83,18.68,121.51,54.35,43.44,61.27
SUP-015637,National,Capacity Reduction,109.87,108.55,86.61,89.99,93.21,100.0,10.4,10.59,27407,4889,12175,90.89,1.76,6.52,70.83,16.16,10.8,106.89,2.23,17.49,87.94
SUP-015638,Local,Delivery Delay,105.59,94.0,81.25,84.19,94.67,91.57,3.65,3.58,4980,564,84665,83.48,4.19,13.18,75.31,41.78,9.21,96.69,9.32,30.66,73.04
SUP-015639,Regional,None,90.18,93.52,86.77,84.34,87.52,83.23,3.05,3.95,28055,2247,82028,76.21,12.71,8.06,62.68,0.0,5.04,93.39,17.44,23.54,73.89
SUP-015640,Regional,Quality Issue,102.35,98.66,94.27,98.4,83.78,82.76,5.85,3.19,6460,2085,6347,98.78,12.66,10.22,49.43,40.69,4.19,100.63,40.77,18.03,86.38
SUP-015641,Local,Price Increase,121.68,99.75,87.67,86.31,84.09,88.4,5.6,3.77,15326,1826,70799,82.12,13.18,23.28,42.07,13.69,6.01,112.14,18.55,31.2,68.32
SUP-015642,Regional,None,95.29,89.34,90.56,98.71,88.67,92.49,5.11,5.25,12681,114,23073,88.18,10.15,9.86,61.74,0.0,5.97,93.46,16.42,21.98,91.57
SUP-015643,Regional,Capacity Reduction,109.01,98.92,99.5,98.67,79.06,78.84,8.15,5.0,10911,3310,44195,89.17,21.11,20.76,40.43,55.52,6.48,101.87,31.24,25.54,83.27
SUP-015644,Local,Price Increase,88.22,87.91,95.89,97.27,85.49,86.53,6.31,5.54,5030,1069,40571,96.67,17.35,3.61,48.37,45.15,6.44,125.51,26.8,28.88,79.51
SUP-015645,National,Capacity Reduction,97.69,101.36,98.83,82.91,92.77,90.37,7.62,5.44,6543,385,27421,78.34,15.19,7.16,34.45,23.23,5.23,105.46,19.51,26.08,71.66
SUP-015646,Local,None,88.92,81.77,85.91,80.69,86.57,87.57,4.82,2.86,28025,247,9741,84.19,11.46,13.76,34.79,0.0,4.31,82.98,20.05,20.36,73.65
SUP-015647,Regional,Price Increase,120.45,119.22,95.66,96.32,88.17,95.69,5.32,5.6,25683,2010,52649,100.0,7.19,13.34,72.5,53.91,5.06,183.62,13.37,27.93,70.34
SUP-015648,National,None,113.0,121.83,97.14,96.8,79.2,78.35,4.17,3.51,28461,139,31854,91.24,19.25,15.22,66.68,0.0,4.34,123.66,32.86,18.85,84.63
SUP-015649,National,Delivery Delay,104.93,98.54,99.5,96.86,90.66,92.15,5.68,7.17,12778,467,31016,96.96,8.19,7.68,42.3,37.6,12.27,97.7,14.33,25.11,79.13
SUP-015650,Local,Capacity Reduction,91.91,93.05,98.52,99.8,79.76,77.46,4.43,4.9,20483,428,16430,96.35,18.46,3.95,70.38,21.21,4.93,97.84,28.22,16.81,87.68
SUP-015651,National,Capacity Reduction,105.17,104.49,99.5,98.35,84.15,81.14,2.54,3.61,16527,737,76014,96.8,22.26,0.86,73.38,55.56,3.67,102.9,32.77,15.6,88.18
SUP-015652,National,Price Increase,109.73,110.05,90.34,87.55,93.24,88.96,6.27,7.25,20787,4020,83174,88.39,14.68,0.97,53.95,28.46,7.47,146.96,22.13,29.08,71.11
SUP-015653,International,Quality Issue,101.64,104.02,89.64,93.63,85.56,84.95,11.58,12.42,3506,431,29731,91.15,12.64,5.93,80.27,56.75,13.33,105.3,48.55,35.51,68.89
SUP-015654,Regional,None,106.15,109.56,86.25,86.25,89.36,96.41,4.95,2.68,17785,4523,31613,79.55,6.37,9.68,64.92,0.0,5.11,112.0,9.28,16.23,83.76
SUP-015655,Local,Price Increase,107.93,106.84,76.74,74.07,88.51,86.57,1.0,1.0,8666,1373,35642,75.29,7.98,1.05,51.44,50.52,1.04,163.87,16.91,35.09,57.16
SUP-015656,National,Capacity Reduction,106.87,97.74,89.77,96.71,86.08,85.0,7.95,10.3,11540,666,25944,92.58,12.84,13.08,85.78,22.37,12.43,103.86,20.42,30.75,87.09
SUP-015657,Local,Capacity Reduction,79.21,78.86,98.99,99.8,82.11,82.71,1.0,2.13,12245,546,36498,99.99,18.56,10.25,79.86,53.0,1.0,79.2,30.13,19.12,96.75
SUP-015658,National,Delivery Delay,111.1,112.24,93.44,99.8,82.82,84.88,6.31,7.0,12935,2979,56406,100.0,14.75,13.0,47.66,52.27,14.41,111.41,19.17,25.4,81.26
SUP-015659,National,Quality Issue,93.19,87.28,99.29,85.81,79.24,76.93,8.06,9.47,19927,2977,64907,85.86,17.14,8.33,64.57,31.12,10.22,88.24,43.5,33.99,72.88
SUP-015660,National,Price Increase,90.68,88.23,97.25,99.8,96.29,100.0,7.53,8.54,28162,2291,46422,95.53,2.54,8.53,86.09,35.21,8.55,119.8,2.7,26.33,71.27
SUP-015661,International,Delivery Delay,120.54,119.94,74.1,72.57,87.49,95.06,13.01,14.44,16029,703,76211,70.47,3.79,2.57,53.45,52.97,21.15,123.47,7.86,38.66,59.29
SUP-015662,National,Price Increase,79.68,84.39,89.75,92.26,93.51,99.47,5.8,4.42,6940,581,8868,97.65,2.74,6.56,60.58,30.93,4.85,114.9,3.44,20.51,78.59
SUP-015663,International,Delivery Delay,113.95,135.06,91.71,88.74,80.87,90.43,13.15,13.5,20684,4792,19126,95.75,12.07,24.4,68.03,28.63,17.63,139.0,16.95,31.41,66.81
SUP-015664,National,Price Increase,118.4,118.79,95.22,92.51,99.8,98.94,4.43,1.82,8168,735,40640,92.96,10.41,1.79,71.1,12.5,2.93,136.75,9.88,17.52,77.41
SUP-015665,Local,Price Increase,120.9,126.07,91.33,88.97,88.55,81.07,1.19,3.11,28779,3366,65115,93.26,19.18,8.39,49.6,33.74,1.5,171.1,29.03,27.11,73.48
SUP-015666,National,Quality Issue,87.8,91.98,77.44,73.54,93.66,82.98,6.39,6.99,12770,2617,62951,75.87,9.68,8.94,47.88,27.47,8.29,92.32,33.43,32.39,67.02
SUP-015667,National,Capacity Reduction,103.58,105.34,87.5,88.7,91.51,95.22,10.38,12.16,17670,4942,58593,86.64,3.14,3.38,76.17,12.16,13.78,104.4,2.0,29.95,73.06
